4 32 10 0.000000	0.999979 0.000063	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	0.000042 0.000127	
4 32 10 0.190000	0.998255 0.004997	0.003481 0.009968	0.003481 0.009968	0.003323 0.009968	0.003481 0.009968	0.003481 0.009968	0.003323 0.009968	0.003323 0.009968	0.003404 0.009968	0.003323 0.009968	0.003323 0.009968	
4 32 10 0.200000	0.998942 0.003175	0.002113 0.006340	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000447 0.001340	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.210000	0.998503 0.002153	0.002991 0.004299	0.000148 0.000444	0.000379 0.001136	0.000000 0.000000	0.000749 0.002247	0.000114 0.000343	0.000114 0.000343	0.000173 0.000520	0.001215 0.003430	0.002007 0.004476	
4 32 10 0.220000	0.999298 0.002105	0.001402 0.004205	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.230000	0.998392 0.004824	0.003208 0.009624	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.240000	0.998099 0.003223	0.003797 0.006436	0.002779 0.006436	0.000000 0.000000	0.000865 0.002594	0.002987 0.006436	0.002802 0.006436	0.003149 0.006436	0.003218 0.006436	0.000842 0.002525	0.002145 0.006436	
4 32 10 0.250000	0.999679 0.000963	0.000642 0.001925	0.000000 0.000000	0.000182 0.000546	0.000244 0.000731	0.000642 0.001925	0.000642 0.001925	0.000000 0.000000	0.000261 0.000783	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.260000	0.999608 0.000998	0.000784 0.001995	0.000084 0.000252	0.000353 0.000933	0.000263 0.000536	0.000000 0.000000	0.000084 0.000252	0.000000 0.000000	0.000084 0.000252	0.000084 0.000252	0.000049 0.000148	
4 32 10 0.270000	0.998810 0.002848	0.002377 0.005688	0.000435 0.000680	0.001076 0.002903	0.000173 0.000518	0.000991 0.002625	0.000000 0.000000	0.000456 0.000689	0.000819 0.001792	0.000395 0.000680	0.000870 0.002069	
4 32 10 0.280000	0.998415 0.004650	0.003157 0.009295	0.000059 0.000177	0.000059 0.000177	0.000059 0.000177	0.000059 0.000177	0.000059 0.000177	0.000000 0.000000	0.000059 0.000177	0.000059 0.000177	0.000059 0.000177	
4 32 10 0.290000	0.999536 0.001346	0.000906 0.002717	0.000072 0.000217	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000535 0.001605	0.000597 0.001791	0.000782 0.002346	0.000427 0.001281	0.000350 0.001050	
4 32 10 0.300000	0.999168 0.002492	0.001660 0.004979	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.310000	0.997824 0.004612	0.004342 0.009198	0.000000 0.000000	0.000579 0.001085	0.000000 0.000000	0.000000 0.000000	0.000732 0.002197	0.000074 0.000221	0.000362 0.001085	0.000000 0.000000	0.000084 0.000252	
4 32 10 0.320000	0.998211 0.002199	0.003575 0.004389	0.000590 0.001770	0.000737 0.001209	0.000911 0.001454	0.000262 0.000786	0.001814 0.001458	0.000463 0.001140	0.001403 0.002513	0.000164 0.000491	0.001036 0.003108	
4 32 10 0.330000	0.998457 0.000361	0.003084 0.000721	0.000354 0.001063	0.000742 0.002225	0.000000 0.000000	0.000161 0.000483	0.000531 0.001594	0.000262 0.000786	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.340000	0.998340 0.004981	0.003313 0.009938	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.350000	0.999998 0.000003	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.360000	0.998379 0.002553	0.003238 0.005098	0.000161 0.000484	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000080 0.000241	0.000080 0.000241	0.000080 0.000241	
4 32 10 0.370000	0.998871 0.002364	0.002255 0.004722	0.000689 0.001733	0.001085 0.002609	0.000770 0.002310	0.000520 0.000923	0.000238 0.000714	0.000407 0.000749	0.001039 0.002609	0.000848 0.001968	0.000333 0.000526	
4 32 10 0.380000	1.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.390000	0.997665 0.004744	0.004660 0.009465	0.000483 0.001449	0.000000 0.000000	0.000774 0.002005	0.000106 0.000318	0.000000 0.000000	0.000106 0.000318	0.000000 0.000000	0.000450 0.001132	0.000523 0.001251	
4 32 10 0.400000	0.997942 0.004188	0.004108 0.008355	0.000737 0.002211	0.001293 0.003878	0.000000 0.000000	0.000000 0.000000	0.001222 0.002885	0.001220 0.003322	0.000839 0.002517	0.000603 0.000915	0.000897 0.002133	
4 32 10 0.410000	0.998832 0.003303	0.002329 0.006608	0.000126 0.000378	0.001096 0.002910	0.000000 0.000000	0.000681 0.002042	0.000126 0.000378	0.000126 0.000378	0.001345 0.003657	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.420000	0.999089 0.001917	0.001821 0.003830	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.430000	0.999671 0.000608	0.000656 0.001220	0.000218 0.000655	0.000249 0.000747	0.000156 0.000469	0.000193 0.000580	0.000000 0.000000	0.000000 0.000000	0.000221 0.000664	0.000193 0.000580	0.000000 0.000000	
4 32 10 0.440000	0.999987 0.000029	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.450000	0.998542 0.004189	0.002886 0.008431	0.000000 0.000000	0.000000 0.000000	0.000749 0.002247	0.000000 0.000000	0.000917 0.002752	0.000924 0.002773	0.001319 0.003957	0.000000 0.000000	0.000790 0.002369	
4 32 10 0.460000	0.998738 0.002340	0.002521 0.004677	0.001205 0.003614	0.000000 0.000000	0.001164 0.003493	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001559 0.004677	0.000000 0.000000	0.001559 0.004677	
4 32 10 0.470000	0.998296 0.003841	0.003396 0.007683	0.001941 0.003318	0.002216 0.004310	0.000835 0.002506	0.000820 0.002461	0.000643 0.001928	0.000835 0.002506	0.000835 0.002506	0.002250 0.004244	0.002162 0.003979	
4 32 10 0.480000	0.999456 0.001631	0.001086 0.003259	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.490000	0.998475 0.002472	0.003046 0.004937	0.000000 0.000000	0.000722 0.002165	0.000999 0.002998	0.000193 0.000579	0.000073 0.000220	0.001100 0.001691	0.000166 0.000498	0.000000 0.000000	0.000514 0.001320	
4 32 10 0.500000	0.998629 0.004024	0.002732 0.008046	0.000050 0.000149	0.001746 0.005239	0.001504 0.004362	0.001366 0.004099	0.000000 0.000000	0.001241 0.003572	0.001235 0.003704	0.001143 0.003280	0.000705 0.002114	
4 32 10 0.510000	0.998097 0.004471	0.003782 0.008972	0.000410 0.001231	0.001084 0.003253	0.000213 0.000639	0.000698 0.002093	0.001253 0.003760	0.000000 0.000000	0.000437 0.001312	0.000263 0.000789	0.000000 0.000000	
4 32 10 0.520000	0.998772 0.003344	0.002452 0.006676	0.000037 0.000112	0.000165 0.000382	0.000037 0.000112	0.000134 0.000401	0.000037 0.000112	0.000037 0.000112	0.000134 0.000401	0.000037 0.000112	0.000037 0.000112	
4 32 10 0.530000	0.998857 0.003416	0.002275 0.006825	0.002261 0.006784	0.002273 0.006820	0.002275 0.006825	0.002275 0.006825	0.002265 0.006795	0.002260 0.006780	0.002275 0.006825	0.002275 0.006825	0.002275 0.006825	
4 32 10 0.540000	0.998784 0.003455	0.002425 0.006907	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000052 0.000156	0.000086 0.000259	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.550000	0.999204 0.002193	0.001583 0.004406	0.000624 0.001871	0.000098 0.000293	0.000751 0.002253	0.000641 0.001923	0.000682 0.002045	0.000000 0.000000	0.000728 0.002183	0.001469 0.004406	0.000647 0.001940	
4 32 10 0.560000	0.998945 0.003030	0.002098 0.006078	0.002026 0.006078	0.001133 0.003399	0.002069 0.005992	0.002083 0.006035	0.002098 0.006078	0.002098 0.006078	0.000000 0.000000	0.001976 0.005928	0.001983 0.005950	
4 32 10 0.570000	0.997523 0.004776	0.004943 0.009528	0.000698 0.002094	0.000485 0.001454	0.000528 0.001583	0.000348 0.001043	0.000618 0.001853	0.000000 0.000000	0.000000 0.000000	0.001123 0.002072	0.000254 0.000761	
4 32 10 0.580000	0.998393 0.003069	0.003209 0.006126	0.000493 0.001479	0.000000 0.000000	0.000000 0.000000	0.000586 0.001757	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000205 0.000615	0.000000 0.000000	
4 32 10 0.590000	0.997271 0.004762	0.005447 0.009496	0.000064 0.000191	0.000000 0.000000	0.000000 0.000000	0.000468 0.000787	0.000527 0.001580	0.000156 0.000469	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.600000	0.998254 0.004842	0.003483 0.009660	0.001714 0.005001	0.001645 0.004144	0.002500 0.006711	0.001469 0.004406	0.001853 0.005560	0.002165 0.006375	0.001413 0.004238	0.002292 0.006140	0.002408 0.006518	
4 32 10 0.610000	0.999961 0.000052	0.000048 0.000145	0.000000 0.000000	0.000048 0.000145	0.000000 0.000000	0.000000 0.000000	0.000048 0.000145	0.000048 0.000145	0.000000 0.000000	0.000000 0.000000	0.000043 0.000129	
4 32 10 0.620000	0.998171 0.003245	0.003652 0.006475	0.000000 0.000000	0.000000 0.000000	0.000357 0.000758	0.001211 0.002193	0.000547 0.001504	0.000332 0.000729	0.000000 0.000000	0.001234 0.002327	0.000229 0.000686	
4 32 10 0.630000	0.998330 0.004813	0.003332 0.009603	0.001665 0.004603	0.000000 0.000000	0.000045 0.000134	0.001084 0.003251	0.000000 0.000000	0.001468 0.004300	0.000895 0.002551	0.001200 0.003467	0.000043 0.000129	
4 32 10 0.640000	0.998566 0.001000	0.002866 0.001997	0.000224 0.000672	0.000000 0.000000	0.000096 0.000287	0.000452 0.001357	0.000000 0.000000	0.000283 0.000848	0.000462 0.001385	0.000175 0.000524	0.000000 0.000000	
4 32 10 0.650000	0.999153 0.002346	0.001659 0.004782	0.000032 0.000097	0.000065 0.000196	0.000052 0.000156	0.000065 0.000196	0.000000 0.000000	0.000046 0.000138	0.000000 0.000000	0.000052 0.000155	0.000062 0.000186	
4 32 10 0.660000	0.998786 0.003049	0.002424 0.006088	0.000000 0.000000	0.000000 0.000000	0.000207 0.000621	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000146 0.000303	0.000000 0.000000	0.000104 0.000312	
4 32 10 0.670000	0.998263 0.002237	0.003470 0.004467	0.000961 0.001843	0.000345 0.001034	0.000203 0.000610	0.000203 0.000610	0.000102 0.000306	0.000000 0.000000	0.000353 0.001060	0.000305 0.000915	0.000384 0.001153	
4 32 10 0.680000	0.996770 0.002712	0.006449 0.005406	0.000902 0.002706	0.001753 0.004445	0.000000 0.000000	0.000272 0.000816	0.000757 0.002272	0.001226 0.003678	0.000457 0.001372	0.000365 0.001094	0.001702 0.003493	
4 32 10 0.690000	0.997980 0.004259	0.004034 0.008499	0.000316 0.000949	0.000311 0.000934	0.000000 0.000000	0.000524 0.001573	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.700000	0.998437 0.004316	0.003120 0.008612	0.000090 0.000270	0.000000 0.000000	0.000000 0.000000	0.000081 0.000243	0.000000 0.000000	0.000000 0.000000	0.000045 0.000135	0.000000 0.000000	0.000054 0.000162	
4 32 10 0.710000	0.998287 0.003840	0.003420 0.007662	0.000131 0.000392	0.000000 0.000000	0.000173 0.000519	0.000000 0.000000	0.000240 0.000721	0.000000 0.000000	0.000148 0.000443	0.000114 0.000342	0.000413 0.000897	
4 32 10 0.720000	0.998599 0.003543	0.002796 0.007073	0.000097 0.000292	0.000470 0.001409	0.000047 0.000140	0.000522 0.001298	0.001173 0.003520	0.000076 0.000229	0.000785 0.002354	0.000000 0.000000	0.000054 0.000161	
4 32 10 0.730000	0.984201 0.003264	0.031347 0.006424	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001960 0.005879	0.002084 0.006253	0.001876 0.005627	0.000000 0.000000	0.000000 0.000000	0.002049 0.006146	
4 32 10 0.740000	0.998805 0.001454	0.002389 0.002905	0.000000 0.000000	0.000147 0.000442	0.000183 0.000550	0.000000 0.000000	0.000040 0.000121	0.000082 0.000247	0.000141 0.000424	0.000000 0.000000	0.000040 0.000121	
4 32 10 0.750000	0.996039 0.004754	0.007902 0.009475	0.001788 0.005363	0.002558 0.007674	0.001902 0.005705	0.001920 0.005760	0.002608 0.007327	0.002435 0.006515	0.002786 0.007744	0.003198 0.009594	0.002728 0.008184	
4 32 10 0.760000	0.994875 0.003402	0.010221 0.006766	0.000937 0.002811	0.001770 0.005311	0.001174 0.003521	0.002169 0.006507	0.000000 0.000000	0.002629 0.006094	0.000851 0.002553	0.000927 0.002780	0.002972 0.005983	
4 32 10 0.770000	0.997542 0.003840	0.004906 0.007656	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000244 0.000732	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.780000	0.992578 0.004880	0.014785 0.009690	0.000000 0.000000	0.000000 0.000000	0.000918 0.002755	0.002403 0.005795	0.002406 0.004253	0.000901 0.002704	0.001099 0.003296	0.001279 0.003838	0.000000 0.000000	
4 32 10 0.790000	0.997588 0.004067	0.004816 0.008110	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000947 0.002840	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000372 0.001116	
4 32 10 0.800000	0.998104 0.004118	0.003784 0.008215	0.000170 0.000509	0.000188 0.000564	0.000000 0.000000	0.000000 0.000000	0.000410 0.000745	0.000394 0.000616	0.000104 0.000313	0.000202 0.000606	0.000000 0.000000	
4 32 10 0.810000	0.994546 0.003131	0.010876 0.006230	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000680 0.002041	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.820000	0.997665 0.004766	0.004659 0.009504	0.002178 0.006533	0.001602 0.004807	0.001571 0.004714	0.001776 0.005329	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001078 0.003233	0.002055 0.006166	
4 32 10 0.830000	0.985813 0.000881	0.028173 0.001737	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.840000	0.997570 0.004215	0.004850 0.008406	0.000566 0.001699	0.000000 0.000000	0.000000 0.000000	0.000994 0.002982	0.000344 0.001031	0.000000 0.000000	0.000000 0.000000	0.000673 0.001765	0.000000 0.000000	
4 32 10 0.850000	0.997062 0.004965	0.005863 0.009894	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000165 0.000494	0.000635 0.001904	0.000000 0.000000	0.000372 0.001116	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.860000	0.997110 0.003230	0.005769 0.006439	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000404 0.001212	0.000210 0.000629	0.000000 0.000000	
4 32 10 0.870000	0.995469 0.004955	0.009037 0.009870	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.880000	0.995375 0.004758	0.009225 0.009472	0.000559 0.001676	0.000174 0.000522	0.000000 0.000000	0.000000 0.000000	0.001143 0.003428	0.000000 0.000000	0.000449 0.001346	0.000000 0.000000	0.000217 0.000650	
4 32 10 0.890000	0.993959 0.004881	0.012041 0.009701	0.000372 0.001117	0.001453 0.004358	0.000838 0.002515	0.000635 0.001905	0.000581 0.001744	0.000000 0.000000	0.000623 0.001869	0.000668 0.002004	0.000835 0.002506	
4 32 10 0.900000	0.996782 0.003098	0.006423 0.006175	0.000315 0.000944	0.000609 0.001827	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.910000	0.996851 0.003827	0.006285 0.007626	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000257 0.000771	0.000401 0.001204	0.000000 0.000000	0.000256 0.000768	0.000100 0.000301	
4 32 10 0.920000	0.997746 0.001012	0.004502 0.002019	0.000000 0.000000	0.000139 0.000417	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000085 0.000256	0.000000 0.000000	0.000000 0.000000	0.000296 0.000889	
4 32 10 0.930000	0.994874 0.004567	0.010221 0.009090	0.000000 0.000000	0.000447 0.001340	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000323 0.000969	0.000531 0.001593	0.000000 0.000000	
4 32 10 0.940000	0.994454 0.004774	0.011057 0.009491	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001383 0.004148	0.000000 0.000000	0.000886 0.002658	0.003150 0.009450	0.000000 0.000000	
4 32 10 0.950000	0.995625 0.004699	0.008727 0.009350	0.000904 0.002713	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000462 0.001386	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.960000	0.995125 0.003170	0.009723 0.006312	0.000847 0.001428	0.000321 0.000963	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 0.970000	0.994291 0.004980	0.011381 0.009905	0.000882 0.002274	0.001427 0.003686	0.000524 0.001571	0.000528 0.001583	0.001348 0.001606	0.002017 0.003099	0.000852 0.002555	0.000823 0.001571	0.000351 0.001053	
4 32 10 0.980000	0.995198 0.004350	0.009577 0.008653	0.000625 0.001876	0.001323 0.002003	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001863 0.005588	0.000000 0.000000	0.003030 0.009090	0.001245 0.001967	
4 32 10 0.990000	0.995116 0.004973	0.009738 0.009889	0.000000 0.000000	0.000596 0.001169	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000280 0.000840	0.000165 0.000494	0.000000 0.000000	0.000081 0.000243	
4 32 10 1.000000	0.990899 0.004810	0.018114 0.009527	0.000000 0.000000	0.000000 0.000000	0.001563 0.002702	0.000484 0.001452	0.000000 0.000000	0.000000 0.000000	0.000302 0.000907	0.000000 0.000000	0.000000 0.000000	
4 32 10 1.010000	0.994170 0.004759	0.011621 0.009455	0.001453 0.004360	0.000792 0.002375	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 1.020000	0.993975 0.004642	0.012010 0.009221	0.000220 0.000661	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000823 0.001599	
4 32 10 1.030000	0.992494 0.005015	0.014951 0.009946	0.001265 0.003796	0.001331 0.003992	0.000000 0.000000	0.000241 0.000723	0.000000 0.000000	0.001431 0.004293	0.001088 0.003263	0.000000 0.000000	0.000000 0.000000	
4 32 10 1.040000	0.988364 0.004016	0.023133 0.007942	0.001646 0.004939	0.000000 0.000000	0.001708 0.005124	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 1.050000	0.985622 0.003386	0.028546 0.006671	0.000000 0.000000	0.001046 0.003139	0.000000 0.000000	0.001460 0.004380	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001732 0.005197	
4 32 10 1.060000	0.992041 0.004427	0.015850 0.008781	0.000000 0.000000	0.000972 0.002915	0.000000 0.000000	0.001049 0.003146	0.000000 0.000000	0.000659 0.001977	0.000000 0.000000	0.000000 0.000000	0.000559 0.001676	
4 32 10 1.070000	0.986849 0.004837	0.026126 0.009543	0.000918 0.002754	0.000000 0.000000	0.000000 0.000000	0.001421 0.004262	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.002144 0.006432	0.000000 0.000000	
4 32 10 1.080000	0.980136 0.004467	0.039329 0.008752	0.005023 0.001837	0.003297 0.006464	0.002335 0.003950	0.004099 0.007067	0.001239 0.003718	0.000000 0.000000	0.000000 0.000000	0.001525 0.004575	0.001759 0.005276	
4 32 10 1.090000	0.991753 0.003252	0.016423 0.006447	0.000489 0.001466	0.000539 0.001618	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
4 32 10 1.100000	0.988657 0.004969	0.022553 0.009832	0.004782 0.004226	0.000000 0.000000	0.000000 0.000000	0.000819 0.002456	0.002909 0.005046	0.000983 0.002950	0.000860 0.002580	0.000000 0.000000	0.000000 0.000000	
4 32 10 1.110000	0.980007 0.003188	0.039584 0.006250	0.006351 0.003979	0.004613 0.009712	0.002959 0.006230	0.002328 0.006983	0.001772 0.005316	0.003288 0.005086	0.001665 0.004996	0.001920 0.003021	0.001875 0.005626	
4 32 10 1.120000	0.985768 0.005010	0.028256 0.009872	0.000000 0.000000	0.000000 0.000000	0.000543 0.001630	0.000000 0.000000	0.001364 0.004091	0.000000 0.000000	0.001136 0.003409	0.000000 0.000000	0.001633 0.004899	
