2 10 100 0.670000	0.096300 0.004187	0.990724 0.000810	0.025936 0.009880	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.680000	0.096095 0.005561	0.990761 0.001066	0.030323 0.009918	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.690000	0.095258 0.007531	0.990917 0.001416	0.020006 0.009986	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.700000	0.092259 0.009861	0.991476 0.001787	0.021364 0.009144	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.710000	0.093088 0.007978	0.991324 0.001489	0.023790 0.009989	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.720000	0.091614 0.009455	0.991594 0.001715	0.019949 0.009385	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.730000	0.093188 0.008785	0.991305 0.001664	0.023229 0.009277	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.740000	0.093934 0.009852	0.991163 0.001836	0.017303 0.009264	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.750000	0.095913 0.009214	0.990787 0.001748	0.018834 0.006526	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.760000	0.093710 0.007797	0.991212 0.001465	0.018802 0.009754	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.770000	0.093832 0.009826	0.991183 0.001804	0.014491 0.009973	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.780000	0.093544 0.009955	0.991238 0.001863	0.020608 0.009604	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.790000	0.091983 0.009479	0.991527 0.001779	0.017144 0.008807	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.800000	0.091248 0.009195	0.991660 0.001675	0.015795 0.005599	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.810000	0.094369 0.007848	0.991085 0.001474	0.017933 0.009898	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.820000	0.088000 0.008155	0.992246 0.001431	0.016379 0.008948	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.830000	0.095024 0.008273	0.990962 0.001573	0.017243 0.009081	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.840000	0.090284 0.009752	0.991837 0.001762	0.011380 0.006865	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.850000	0.090076 0.009202	0.991874 0.001681	0.015888 0.004130	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.860000	0.093357 0.008987	0.991275 0.001664	0.008772 0.009797	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.870000	0.089707 0.009777	0.991939 0.001740	0.012863 0.004025	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.880000	0.093183 0.003895	0.991315 0.000730	0.012267 0.009499	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.890000	0.094917 0.006885	0.990984 0.001311	0.010837 0.009896	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.900000	0.090316 0.005731	0.991839 0.001043	0.008455 0.009559	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.910000	0.090032 0.009755	0.991883 0.001755	0.015397 0.006120	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.920000	0.091714 0.003351	0.991587 0.000613	0.014914 0.009494	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.930000	0.093855 0.004662	0.991188 0.000866	0.014136 0.009698	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.940000	0.091368 0.008889	0.991643 0.001636	0.010610 0.009956	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.950000	0.094016 0.008996	0.991149 0.001685	0.011040 0.009322	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.960000	0.092461 0.009616	0.991438 0.001784	0.008120 0.008099	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.970000	0.093132 0.008880	0.991314 0.001642	0.009986 0.009980	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.980000	0.091393 0.004150	0.991645 0.000758	0.008769 0.009818	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 0.990000	0.093534 0.006538	0.991245 0.001221	0.009077 0.009832	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.000000	0.087076 0.009293	0.992408 0.001622	0.010076 0.009742	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.010000	0.087086 0.009908	0.992401 0.001740	0.008251 0.007588	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.020000	0.093982 0.005580	0.991164 0.001051	0.005511 0.009743	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.030000	0.095711 0.009520	0.990826 0.001800	0.000745 0.002719	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.040000	0.087724 0.006174	0.992299 0.001076	0.005395 0.009947	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.050000	0.089625 0.009994	0.991953 0.001795	0.006811 0.009960	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.060000	0.091413 0.009927	0.991626 0.001800	0.010941 0.007279	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.070000	0.093096 0.008498	0.991323 0.001584	0.005544 0.009876	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.080000	0.095186 0.008807	0.990924 0.001674	0.010774 0.003595	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.090000	0.092809 0.009065	0.991375 0.001664	0.004712 0.008537	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.100000	0.096225 0.009979	0.990723 0.001944	0.004643 0.009983	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.110000	0.090346 0.009893	0.991824 0.001800	0.009392 0.005818	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.120000	0.088294 0.009724	0.992189 0.001715	0.003812 0.007057	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.130000	0.085534 0.009994	0.992669 0.001726	0.008291 0.009238	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.140000	0.093593 0.009213	0.991229 0.001718	0.005583 0.009776	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.150000	0.091957 0.009817	0.991533 0.001785	0.005368 0.009327	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.160000	0.093204 0.009983	0.991300 0.001870	0.001186 0.003862	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.170000	0.095469 0.009457	0.990870 0.001806	0.004377 0.008171	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.180000	0.085065 0.009941	0.992749 0.001687	0.002541 0.008144	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.190000	0.092859 0.006960	0.991372 0.001290	0.004052 0.009955	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.200000	0.091342 0.009572	0.991646 0.001757	0.006701 0.007711	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.210000	0.092146 0.009956	0.991497 0.001824	0.002924 0.005387	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.220000	0.089752 0.009526	0.991934 0.001680	0.004203 0.006995	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.230000	0.090350 0.009896	0.991823 0.001833	0.003483 0.005588	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.240000	0.092230 0.009010	0.991479 0.001676	0.007898 0.009589	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.250000	0.095011 0.009252	0.990961 0.001776	0.001763 0.008493	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.260000	0.090562 0.008075	0.991787 0.001463	0.003432 0.009783	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.270000	0.086354 0.009369	0.992531 0.001582	0.003037 0.008096	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.280000	0.093830 0.009762	0.991179 0.001816	0.003753 0.008989	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.290000	0.092274 0.009671	0.991471 0.001807	0.002865 0.007367	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.300000	0.092899 0.007867	0.991363 0.001464	0.002908 0.009007	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.310000	0.089543 0.006676	0.991976 0.001194	0.001470 0.004510	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.320000	0.089456 0.008762	0.991988 0.001582	0.004690 0.007793	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.330000	0.090175 0.009036	0.991860 0.001613	0.002510 0.007678	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.340000	0.091072 0.009548	0.991695 0.001761	0.004358 0.003677	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.350000	0.092457 0.009834	0.991439 0.001836	0.001543 0.006484	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.360000	0.091629 0.009197	0.991595 0.001685	0.001468 0.003006	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.370000	0.090860 0.009773	0.991732 0.001811	0.002821 0.004116	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.380000	0.088124 0.009266	0.992221 0.001613	0.004578 0.009692	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.390000	0.089993 0.008646	0.991892 0.001578	0.003443 0.008831	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.400000	0.089184 0.009004	0.992033 0.001624	0.004399 0.009928	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.410000	0.094217 0.009425	0.991109 0.001778	0.001901 0.008491	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.420000	0.088677 0.009236	0.992126 0.001631	0.002316 0.004540	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.430000	0.091650 0.005827	0.991596 0.001068	0.006605 0.008008	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.440000	0.100846 0.005796	0.989825 0.001167	0.002827 0.007114	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.450000	0.090522 0.009913	0.991790 0.001791	0.003400 0.009508	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.460000	0.093016 0.009895	0.991336 0.001830	0.000841 0.004776	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.470000	0.089962 0.009955	0.991895 0.001803	0.001364 0.004503	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.480000	0.090823 0.009858	0.991737 0.001809	0.000500 0.002502	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.490000	0.087151 0.009260	0.992393 0.001592	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.001399 0.006997	
2 10 100 1.500000	0.084609 0.009567	0.992823 0.001601	0.003423 0.007295	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.510000	0.085753 0.008391	0.992635 0.001431	0.000375 0.001874	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.520000	0.087935 0.008761	0.992255 0.001549	0.002034 0.003974	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.530000	0.092023 0.008359	0.991518 0.001554	0.001085 0.002847	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.540000	0.090776 0.009885	0.991744 0.001813	0.001639 0.004741	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.550000	0.089005 0.009166	0.992067 0.001641	0.002180 0.005113	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.560000	0.091324 0.009921	0.991644 0.001813	0.000505 0.002267	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.570000	0.089357 0.009904	0.992004 0.001740	0.003493 0.009374	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.580000	0.097849 0.009462	0.990410 0.001854	0.001967 0.005151	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.590000	0.083757 0.008768	0.992974 0.001487	0.003206 0.008984	0.001087 0.005434	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.600000	0.089872 0.009754	0.991909 0.001752	0.002947 0.007076	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.610000	0.087435 0.007138	0.992347 0.001251	0.000925 0.006416	0.000000 0.000000	0.000166 0.000831	0.001141 0.005707	
2 10 100 1.620000	0.097022 0.009038	0.990573 0.001748	0.002446 0.008426	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.630000	0.094035 0.009889	0.991141 0.001857	0.000679 0.003394	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.640000	0.090817 0.009189	0.991737 0.001673	0.000252 0.001262	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.650000	0.084887 0.008372	0.992785 0.001429	0.001962 0.007346	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.660000	0.092416 0.009680	0.991447 0.001794	0.001371 0.006853	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.670000	0.096123 0.003025	0.990759 0.000579	0.002953 0.005896	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.680000	0.090799 0.008976	0.991743 0.001624	0.001535 0.004455	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.690000	0.090932 0.009771	0.991718 0.001825	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.700000	0.090708 0.008304	0.991764 0.001502	0.000401 0.002004	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.710000	0.098893 0.008551	0.990208 0.001679	0.000973 0.004864	0.000000 0.000000	0.000567 0.002834	0.000000 0.000000	
2 10 100 1.720000	0.089371 0.009646	0.992000 0.001726	0.002213 0.007056	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.730000	0.092851 0.009667	0.991366 0.001779	0.000428 0.001455	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.740000	0.088085 0.008327	0.992234 0.001471	0.000668 0.003112	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.750000	0.088853 0.009849	0.992090 0.001768	0.001641 0.007823	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.760000	0.092633 0.009807	0.991404 0.001849	0.000192 0.000960	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.770000	0.091870 0.009759	0.991544 0.001816	0.000876 0.002797	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.780000	0.090271 0.004907	0.991849 0.000885	0.002462 0.007109	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.790000	0.092780 0.009346	0.991380 0.001699	0.003081 0.008628	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.800000	0.090905 0.009531	0.991723 0.001722	0.000650 0.003248	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.810000	0.088604 0.009605	0.992138 0.001668	0.000465 0.001644	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.820000	0.088172 0.009308	0.992210 0.001653	0.002195 0.006611	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.830000	0.089618 0.008888	0.991959 0.001586	0.004409 0.009395	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.840000	0.090042 0.009918	0.991882 0.001797	0.001330 0.006650	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.850000	0.087266 0.007643	0.992377 0.001320	0.001481 0.003945	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.860000	0.084070 0.007520	0.992924 0.001283	0.001407 0.005563	0.000000 0.000000	0.001059 0.005294	0.000000 0.000000	
2 10 100 1.870000	0.095285 0.009754	0.990907 0.001872	0.001034 0.005169	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.880000	0.089051 0.009971	0.992056 0.001774	0.000458 0.002290	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.890000	0.088909 0.008718	0.992084 0.001561	0.000508 0.002538	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.900000	0.084567 0.008919	0.992837 0.001506	0.002117 0.006357	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.910000	0.096799 0.009879	0.990617 0.001920	0.001340 0.003082	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.920000	0.087930 0.009406	0.992259 0.001641	0.001981 0.005131	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
2 10 100 1.930000	0.088806 0.009885	0.992097 0.001767	-0.000018 0.000091	0.000000 0.000000	0.000000 0.000000	0.000000 0.000000	
